"order","date","customer","item","amount","quantity","price"
"11110053737","2020/09/08","11ELECOM29215","50860",20.83,1,20.83
"11110053739","2020/09/08","11ELECOM29214","50161",37.5,1,37.5
"11110053744","2020/09/08","11ELECOM29218","8829",54.58,1,54.58
"11110053744","2020/09/08","11ELECOM29218","810",0,1,0
"11110053744","2020/09/08","11ELECOM29218","597",0,1,0
"11110053744","2020/09/08","11ELECOM29218","810",0,1,0
"11110053744","2020/09/08","11ELECOM29218","597",0,1,0
"11110053748","2020/09/08","11ELECOM29104","810",0,1,0
"11110053748","2020/09/08","11ELECOM29104","605",0,1,0
"11110053747","2020/09/08","11ELECOM11515","50835",29.17,1,29.17
"11110053747","2020/09/08","11ELECOM11515","48901",165.83,1,165.83
"11110053747","2020/09/08","11ELECOM11515","50539",0,1,0
"11110053747","2020/09/08","11ELECOM11515","597",0,1,0
"11110053749","2020/09/08","11ELECOM29220","262",25,1,25
"11110053749","2020/09/08","11ELECOM29220","487",0,1,0
"11110053749","2020/09/08","11ELECOM29220","494",0,1,0
"11110053750","2020/09/08","11ELECOM29221","81000",105,1,105
"11110053751","2020/09/08","11ELECOM5200","176",30.83,1,30.83
"11110053751","2020/09/08","11ELECOM5200","50539",0,1,0
"11110053751","2020/09/08","11ELECOM5200","597",0,1,0
"11110053752","2020/09/08","11ELECOM18955","271",116.67,1,116.67
"11110053752","2020/09/08","11ELECOM18955","274",79.17,1,79.17
"11110053752","2020/09/08","11ELECOM18955","777",82.5,1,82.5
"11110053752","2020/09/08","11ELECOM18955","605",0,1,0
"11110053752","2020/09/08","11ELECOM18955","598",0,1,0
"11110053753","2020/09/08","11ELECOM29222","50188",20,1,20
"11110053753","2020/09/08","11ELECOM29222","211",24.58,1,24.58
"11110053753","2020/09/08","11ELECOM29222","810",0,1,0
"11110053753","2020/09/08","11ELECOM29222","598",0,1,0
"11110053755","2020/09/08","11ELECOM23542","173",33.33,1,33.33
"11110053757","2020/09/08","11ELECOM28763","834",0,1,0
"11110053756","2020/09/08","11ELECOM2207","48981",25,1,25
"11110053756","2020/09/08","11ELECOM2207","597",0,1,0
"11110053756","2020/09/08","11ELECOM2207","464",0,1,0
"11110053758","2020/09/08","11ELECOM29223","174",30.83,1,30.83
"11110053758","2020/09/08","11ELECOM29223","302",18.75,1,18.75
"11110053758","2020/09/08","11ELECOM29223","351",32.08,1,32.08
"11110053758","2020/09/08","11ELECOM29223","494",0,1,0
"11110053758","2020/09/08","11ELECOM29223","605",0,1,0
"11110053759","2020/09/08","11ELECOM16496","8829",54.58,1,54.58
"11110053759","2020/09/08","11ELECOM16496","809",0,1,0
"11110053759","2020/09/08","11ELECOM16496","598",0,1,0
"11110053760","2020/09/08","11ELECOM11244","50876",29.17,1,29.17
"11110053760","2020/09/08","11ELECOM11244","494",0,1,0
"11110053760","2020/09/08","11ELECOM11244","598",0,1,0
"11110053761","2020/09/08","11ELECOM3641","48848",29.17,1,29.17
"11110053761","2020/09/08","11ELECOM3641","605",0,1,0
"11110053761","2020/09/08","11ELECOM3641","598",0,1,0
"11110053762","2020/09/08","11ELECOM27251","50835",29.17,1,29.17
"11110053762","2020/09/08","11ELECOM27251","810",0,1,0
"11110053762","2020/09/08","11ELECOM27251","494",0,1,0
"11110053763","2020/09/08","11ELECOM15749","48982",23.33,1,23.33
"11110053764","2020/09/08","11ELECOM28391","617",0,1,0
"11110053764","2020/09/08","11ELECOM28391","487",0,1,0
"11110053764","2020/09/08","11ELECOM28391","810",0,1,0
"11110053764","2020/09/08","11ELECOM28391","50539",0,1,0
"11110053765","2020/09/08","11ELECOM3187","713",25,1,25
"11110053765","2020/09/08","11ELECOM3187","605",0,1,0
"11110053765","2020/09/08","11ELECOM3187","598",0,1,0
"11110053767","2020/09/08","11ELECOM26213","349",35,1,35
"11110053767","2020/09/08","11ELECOM26213","598",0,1,0
"11110053767","2020/09/08","11ELECOM26213","605",0,1,0
"11110053768","2020/09/08","11ELECOM3457","227",25,1,25
"11110053768","2020/09/08","11ELECOM3457","401",20,1,20
"11110053769","2020/09/08","11ELECOM26213","349",35,1,35
"11110053769","2020/09/08","11ELECOM26213","598",0,1,0
"11110053769","2020/09/08","11ELECOM26213","605",0,1,0
"11110053771","2020/09/08","11ELECOM29226","48981",25,1,25
"11110053771","2020/09/08","11ELECOM29226","597",0,1,0
"11110053771","2020/09/08","11ELECOM29226","485",0,1,0
"11110053772","2020/09/08","11ELECOM7322","166",18.75,1,18.75
"11110053772","2020/09/08","11ELECOM7322","182",32.5,1,32.5
"11110053772","2020/09/08","11ELECOM7322","50210",16.67,1,16.67
"11110053772","2020/09/08","11ELECOM7322","217",38.33,1,38.33
"11110053772","2020/09/08","11ELECOM7322","605",0,1,0
"11110053772","2020/09/08","11ELECOM7322","598",0,1,0
"11110053773","2020/09/08","11ELECOM15213","48981",25,1,25
"11110053773","2020/09/08","11ELECOM15213","810",0,1,0
"11110053773","2020/09/08","11ELECOM15213","50578",0,1,0
"11110053774","2020/09/08","11ELECOM1035","58280",25,3,8.333333333
"11110053774","2020/09/08","11ELECOM1035","494",0,1,0
"11110053774","2020/09/08","11ELECOM1035","598",0,1,0
"11110053774","2020/09/08","11ELECOM1035","605",0,1,0
"11110053775","2020/09/08","11ELECOM29228","48853",28.33,1,28.33
"11110053776","2020/09/08","11ELECOM29227","8829",54.58,1,54.58
"11110053777","2020/09/08","11ELECOM29231","8829",54.58,1,54.58
"11110053777","2020/09/08","11ELECOM29231","50578",0,1,0
"11110053777","2020/09/08","11ELECOM29231","487",0,1,0
"11110053778","2020/09/08","11ELECOM21466","598",0,1,0
"11110053778","2020/09/08","11ELECOM21466","807",0,1,0
"11110053779","2020/09/08","11ELECOM29230","48867",149.58,1,149.58
"11110053779","2020/09/08","11ELECOM29230","810",0,1,0
"11110053779","2020/09/08","11ELECOM29230","809",0,1,0
"11110053781","2020/09/08","11ELECOM26480","50764",29.17,1,29.17
"11110053781","2020/09/08","11ELECOM26480","50539",0,1,0
"11110053781","2020/09/08","11ELECOM26480","50441",0,1,0
"11110053782","2020/09/08","11ELECOM29233","50866",20.83,1,20.83
"11110053783","2020/09/08","11ELECOM21293","8829",54.58,1,54.58
"11110053783","2020/09/08","11ELECOM21293","810",0,1,0
"11110053783","2020/09/08","11ELECOM21293","598",0,1,0
"11110053784","2020/09/08","11ELECOM29235","48848",29.17,1,29.17
"11110053784","2020/09/08","11ELECOM29235","50441",0,1,0
"11110053784","2020/09/08","11ELECOM29235","807",0,1,0
"11110053785","2020/09/08","11ELECOM27802","267",66.67,1,66.67
"11110053787","2020/09/08","11ELECOM4526","487",0,1,0
"11110053787","2020/09/08","11ELECOM4526","494",0,1,0
"11110053788","2020/09/08","11ELECOM14073","598",0,1,0
"11110053788","2020/09/08","11ELECOM14073","605",0,1,0
"11110053788","2020/09/08","11ELECOM14073","48913",40.83,1,40.83
"11110053789","2020/09/08","11ELECOM22795","494",0,1,0
"11110053789","2020/09/08","11ELECOM22795","605",0,1,0
"11110053789","2020/09/08","11ELECOM22795","8829",54.58,1,54.58
"11110053790","2020/09/08","11ELECOM28102","485",0,1,0
"11110053790","2020/09/08","11ELECOM28102","50539",0,1,0
"11110053793","2020/09/08","11ELECOM29237","349",35,1,35
"11110053793","2020/09/08","11ELECOM29237","809",0,1,0
"11110053793","2020/09/08","11ELECOM29237","598",0,1,0
"11110053794","2020/09/08","11ELECOM29073","810",0,1,0
"11110053794","2020/09/08","11ELECOM29073","50539",0,1,0
"11110053795","2020/09/08","11ELECOM29239","186",29.17,1,29.17
"11110053795","2020/09/08","11ELECOM29239","810",0,1,0
"11110053795","2020/09/08","11ELECOM29239","605",0,1,0
"11110053797","2020/09/08","11ELECOM29240","50210",16.67,1,16.67
"11110053797","2020/09/08","11ELECOM29240","50204",20.83,1,20.83
"11110053797","2020/09/08","11ELECOM29240","48834",44.17,1,44.17
"11110053797","2020/09/08","11ELECOM29240","597",0,1,0
"11110053797","2020/09/08","11ELECOM29240","807",0,1,0
"11110053798","2020/09/08","11ELECOM28009","214",18.75,1,18.75
"11110053798","2020/09/08","11ELECOM28009","725",41.25,1,41.25
"11110053798","2020/09/08","11ELECOM28009","281",25.83,1,25.83
"11110053798","2020/09/08","11ELECOM28009","40200",17.5,1,17.5
"11110053798","2020/09/08","11ELECOM28009","48864",43.33,1,43.33
"11110053799","2020/09/08","11ELECOM12573","8829",54.58,1,54.58
"11110053800","2020/09/08","11ELECOM12573","48994",43.33,1,43.33
"11110053802","2020/09/08","11ELECOM22842","598",0,1,0
"11110053802","2020/09/08","11ELECOM22842","487",0,1,0
"11110053802","2020/09/08","11ELECOM22842","804",0,1,0
"11110053802","2020/09/08","11ELECOM22842","810",0,1,0
"11110053803","2020/09/08","11ELECOM29241","50822",25,1,25
"11110053804","2020/09/08","11ELECOM29242","943",16.67,1,16.67
"11110053804","2020/09/08","11ELECOM29242","942",16.67,1,16.67
"11110053805","2020/09/08","11ELECOM29244","8829",54.58,1,54.58
"11110053805","2020/09/08","11ELECOM29244","605",0,1,0
"11110053805","2020/09/08","11ELECOM29244","597",0,1,0
"11110053807","2020/09/08","11ELECOM29245","48994",43.33,1,43.33
"11110053807","2020/09/08","11ELECOM29245","810",0,1,0
"11110053807","2020/09/08","11ELECOM29245","598",0,1,0
"11110053806","2020/09/08","11ELECOM15084","48828",45.83,1,45.83
"11110053806","2020/09/08","11ELECOM15084","810",0,1,0
"11110053806","2020/09/08","11ELECOM15084","598",0,1,0
"11110049955","2020/09/08","11ELECOM26602","48994",43.33,1,43.33
"11110053811","2020/09/08","11ELECOM29246","273",52.5,1,52.5
"11110053811","2020/09/08","11ELECOM29246","713",25,1,25
"11110053811","2020/09/08","11ELECOM29246","810",0,1,0
"11110053811","2020/09/08","11ELECOM29246","478",0,1,0
"11110053812","2020/09/08","11ELECOM20300","8829",54.58,1,54.58
"11110053812","2020/09/08","11ELECOM20300","809",0,1,0
"11110053812","2020/09/08","11ELECOM20300","494",0,1,0
"11110053815","2020/09/08","11ELECOM22737","8829",54.58,1,54.58
"11110053815","2020/09/08","11ELECOM22737","173",33.33,1,33.33
"11110053815","2020/09/08","11ELECOM22737","225",18.75,1,18.75
"11110053815","2020/09/08","11ELECOM22737","810",0,1,0
"11110053815","2020/09/08","11ELECOM22737","605",0,1,0
"11110053816","2020/09/08","11ELECOM29247","48903",82.5,1,82.5
"11110053817","2020/09/08","11ELECOM3092","226",18.75,1,18.75
"11110053817","2020/09/08","11ELECOM3092","769",6,1,6
"11110053817","2020/09/08","11ELECOM3092","768",6,1,6
"11110053818","2020/09/08","11ELECOM13548","255",23.75,1,23.75
"11110053820","2020/09/08","11ELECOM29251","262",25,1,25
"11110053820","2020/09/08","11ELECOM29251","810",0,1,0
"11110053820","2020/09/08","11ELECOM29251","605",0,1,0
"11110053821","2020/09/08","11ELECOM13585","48857",145.83,1,145.83
"11110053821","2020/09/08","11ELECOM13585","50539",0,1,0
"11110053821","2020/09/08","11ELECOM13585","807",0,1,0
"11110053822","2020/09/08","11ELECOM29250","8829",54.58,1,54.58
"11110053822","2020/09/08","11ELECOM29250","605",0,1,0
"11110053822","2020/09/08","11ELECOM29250","597",0,1,0
"11110053823","2020/09/08","11ELECOM16043","48903",82.5,1,82.5
"11110053823","2020/09/08","11ELECOM16043","598",0,1,0
"11110053823","2020/09/08","11ELECOM16043","810",0,1,0
"11110053825","2020/09/08","11ELECOM22966","48853",28.33,1,28.33
"11110053826","2020/09/08","11ELECOM22863","283",25.83,1,25.83
"11110053826","2020/09/08","11ELECOM22863","810",0,1,0
"11110053826","2020/09/08","11ELECOM22863","597",0,1,0
"11110053827","2020/09/08","11ELECOM27526","267",66.67,1,66.67
"11110053827","2020/09/08","11ELECOM27526","155",13.75,1,13.75
"11110053827","2020/09/08","11ELECOM27526","809",0,1,0
"11110053827","2020/09/08","11ELECOM27526","598",0,1,0
"11110053830","2020/09/08","11ELECOM14198","50866",20.83,1,20.83
"11110053830","2020/09/08","11ELECOM14198","617",11.67,2,5.835
"11110053829","2020/09/08","11ELECOM23866","48838",62.5,1,62.5
"11110053829","2020/09/08","11ELECOM23866","478",0,1,0
"11110053829","2020/09/08","11ELECOM23866","50539",0,1,0
"11110053828","2020/09/08","11ELECOM29254","302",18.75,1,18.75
"11110053828","2020/09/08","11ELECOM29254","213",18.75,1,18.75
"11110053828","2020/09/08","11ELECOM29254","605",0,1,0
"11110053828","2020/09/08","11ELECOM29254","598",0,1,0
"11110053831","2020/09/08","11ELECOM14261","269",54.17,1,54.17
"11110053831","2020/09/08","11ELECOM14261","225",18.75,1,18.75
"11110053831","2020/09/08","11ELECOM14261","194",66.67,1,66.67
"11110053831","2020/09/08","11ELECOM14261","597",0,1,0
"11110053831","2020/09/08","11ELECOM14261","598",0,1,0
"11110053832","2020/09/08","11ELECOM29256","267",66.67,1,66.67
"11110053833","2020/09/08","11ELECOM29259","48828",45.83,1,45.83
"11110053833","2020/09/08","11ELECOM29259","810",0,1,0
"11110053833","2020/09/08","11ELECOM29259","50539",0,1,0
"11110053835","2020/09/08","11ELECOM7411","173",33.33,1,33.33
"11110053835","2020/09/08","11ELECOM7411","255",23.75,1,23.75
"11110053837","2020/09/08","11ELECOM29261","50451",17.5,1,17.5
"11110053836","2020/09/08","11ELECOM26568","50763",29.17,1,29.17
"11110053839","2020/09/08","11ELECOM27941","48982",23.33,1,23.33
"11110053839","2020/09/08","11ELECOM27941","50086",15.42,1,15.42
"11110053839","2020/09/08","11ELECOM27941","40410",16.67,1,16.67
"11110053839","2020/09/08","11ELECOM27941","605",0,1,0
"11110053839","2020/09/08","11ELECOM27941","598",0,1,0
"11110053840","2020/09/08","11ELECOM28025","8829",54.58,1,54.58
"11110053841","2020/09/08","11ELECOM28025","48828",45.83,1,45.83
"11110053842","2020/09/08","11ELECOM29262","174",30.83,1,30.83
"11110053842","2020/09/08","11ELECOM29262","154",28.33,1,28.33
"11110053842","2020/09/08","11ELECOM29262","494",0,1,0
"11110053842","2020/09/08","11ELECOM29262","807",0,1,0
"11110053843","2020/09/08","11ELECOM29264","725",41.25,1,41.25
"11110053843","2020/09/08","11ELECOM29264","807",0,1,0
"11110053843","2020/09/08","11ELECOM29264","810",0,1,0
"11110053845","2020/09/08","11ELECOM29265","48903",82.5,1,82.5
"11110053845","2020/09/08","11ELECOM29265","478",0,1,0
"11110053845","2020/09/08","11ELECOM29265","597",0,1,0
"11110053846","2020/09/08","11ELECOM29267","243",25.83,1,25.83
"11110053846","2020/09/08","11ELECOM29267","810",0,1,0
"11110053846","2020/09/08","11ELECOM29267","597",0,1,0
"11110053850","2020/09/08","11ELECOM9645","50187",32.5,1,32.5
"11110053850","2020/09/08","11ELECOM9645","598",0,1,0
"11110053850","2020/09/08","11ELECOM9645","605",0,1,0
"11110053850","2020/09/08","11ELECOM9645","605",0,1,0
"11110053849","2020/09/08","11ELECOM1281","265",26.67,1,26.67
"11110053849","2020/09/08","11ELECOM1281","494",0,1,0
"11110053849","2020/09/08","11ELECOM1281","809",0,1,0
"11110053849","2020/09/08","11ELECOM1281","810",0,1,0
"11110053849","2020/09/08","11ELECOM1281","485",0,1,0
"11110053851","2020/09/08","11ELECOM6006","48994",43.33,1,43.33
"11110053851","2020/09/08","11ELECOM6006","810",0,1,0
"11110053851","2020/09/08","11ELECOM6006","597",0,1,0
"11110053852","2020/09/08","11ELECOM29268","50788",5.75,1,5.75
"11110053852","2020/09/08","11ELECOM29268","486",5.83,1,5.83
"11110053854","2020/09/08","11ELECOM29269","352",32.08,1,32.08
"11110053854","2020/09/08","11ELECOM29269","810",0,1,0
"11110053854","2020/09/08","11ELECOM29269","605",0,1,0
"11110053853","2020/09/08","11ELECOM18413","48834",44.17,1,44.17
"11110053853","2020/09/08","11ELECOM18413","810",0,1,0
"11110053853","2020/09/08","11ELECOM18413","494",0,1,0
"11110053855","2020/09/08","11ELECOM29270","48903",82.5,1,82.5
"11110053855","2020/09/08","11ELECOM29270","597",0,1,0
"11110053855","2020/09/08","11ELECOM29270","807",0,1,0
"11110053856","2020/09/08","11ELECOM29272","166",18.75,1,18.75
"11110053856","2020/09/08","11ELECOM29272","174",30.83,1,30.83
"11110053856","2020/09/08","11ELECOM29272","478",0,1,0
"11110053856","2020/09/08","11ELECOM29272","597",0,1,0
"11110053857","2020/10/08","11ELECOM29273","227",25,1,25
"11110053858","2020/10/08","11ELECOM5299","262",25,1,25
"11110053858","2020/10/08","11ELECOM5299","810",0,1,0
"11110053858","2020/10/08","11ELECOM5299","810",0,1,0
"11110053859","2020/10/08","11ELECOM21436","8829",54.58,1,54.58
"11110053859","2020/10/08","11ELECOM21436","401",20,1,20
"11110053860","2020/10/08","11ELECOM29280","174",30.83,1,30.83
"11110053860","2020/10/08","11ELECOM29280","283",25.83,1,25.83
"11110053862","2020/10/08","11ELECOM29282","48903",82.5,1,82.5
"11110053862","2020/10/08","11ELECOM29282","597",0,1,0
"11110053862","2020/10/08","11ELECOM29282","598",0,1,0
"11110053863","2020/10/08","11ELECOM18408","50877",55.83,2,27.915
"11110053863","2020/10/08","11ELECOM18408","50876",87.5,3,29.16666667
"11110053864","2020/10/08","11ELECOM28007","48994",43.33,1,43.33
"11110053864","2020/10/08","11ELECOM28007","597",0,1,0
"11110053864","2020/10/08","11ELECOM28007","50578",0,1,0
"11110053865","2020/10/08","11ELECOM29283","520",7.25,1,7.25
"11110053866","2020/10/08","11ELECOM29284","50451",17.5,1,17.5
"11110053867","2020/10/08","11ELECOM18715","213",75,4,18.75
"11110053867","2020/10/08","11ELECOM18715","40200",70,4,17.5
"11110053869","2020/10/08","11ELECOM894","50205",45.83,1,45.83
"11110053869","2020/10/08","11ELECOM894","810",0,1,0
"11110053869","2020/10/08","11ELECOM894","50578",0,1,0
"11110053872","2020/10/08","11ELECOM8423","8829",54.58,1,54.58
"11110053872","2020/10/08","11ELECOM8423","605",0,1,0
"11110053872","2020/10/08","11ELECOM8423","50578",0,1,0
"11110053873","2020/10/08","11ELECOM28841","605",0,1,0
"11110053873","2020/10/08","11ELECOM28841","478",0,1,0
"11110053874","2020/10/08","11ELECOM13191","807",0,1,0
"11110053874","2020/10/08","11ELECOM13191","487",0,1,0
"11110053875","2020/10/08","11ELECOM833","50788",5.75,1,5.75
"11110053876","2020/10/08","11ELECOM14729","48901",165.83,1,165.83
"11110053876","2020/10/08","11ELECOM14729","597",0,1,0
"11110053876","2020/10/08","11ELECOM14729","598",0,1,0
"11110053877","2020/10/08","11ELECOM29291","265",26.67,1,26.67
"11110053877","2020/10/08","11ELECOM29291","810",0,1,0
"11110053877","2020/10/08","11ELECOM29291","598",0,1,0
"11110053878","2020/10/08","11ELECOM18601","713",25,1,25
"11110053878","2020/10/08","11ELECOM18601","464",0,1,0
"11110053878","2020/10/08","11ELECOM18601","598",0,1,0
"11110053880","2020/10/08","11ELECOM26750","8829",54.58,1,54.58
"11110053879","2020/10/08","11ELECOM29013","48981",25,1,25
"11110053879","2020/10/08","11ELECOM29013","597",0,1,0
"11110053879","2020/10/08","11ELECOM29013","50578",0,1,0
"11110053881","2020/10/08","11ELECOM29292","267",66.67,1,66.67
"11110053881","2020/10/08","11ELECOM29292","605",0,1,0
"11110053881","2020/10/08","11ELECOM29292","464",0,1,0
"11110053882","2020/10/08","11ELECOM2287","48854",28.33,1,28.33
"11110053882","2020/10/08","11ELECOM2287","50539",0,1,0
"11110053882","2020/10/08","11ELECOM2287","807",0,1,0
"11110053883","2020/10/08","11ELECOM29293","598",0,1,0
"11110053883","2020/10/08","11ELECOM29293","810",0,1,0
"11110053884","2020/10/08","11ELECOM23642","48982",23.33,1,23.33
"11110053884","2020/10/08","11ELECOM23642","48827",52.08,1,52.08
"11110053884","2020/10/08","11ELECOM23642","810",0,1,0
"11110053884","2020/10/08","11ELECOM23642","597",0,1,0
"11110053885","2020/10/08","11ELECOM29294","267",66.67,1,66.67
"11110053885","2020/10/08","11ELECOM29294","173",33.33,1,33.33
"11110053885","2020/10/08","11ELECOM29294","810",0,1,0
"11110053885","2020/10/08","11ELECOM29294","605",0,1,0
"11110053886","2020/10/08","11ELECOM3416","48903",82.5,1,82.5
"11110053886","2020/10/08","11ELECOM3416","807",0,1,0
"11110053886","2020/10/08","11ELECOM3416","50539",0,1,0
"11110053887","2020/10/08","11ELECOM29295","48855",40.83,1,40.83
"11110053887","2020/10/08","11ELECOM29295","597",0,1,0
"11110053887","2020/10/08","11ELECOM29295","50441",0,1,0
"11110053888","2020/10/08","11ELECOM28022","50726",29.17,1,29.17
"11110053888","2020/10/08","11ELECOM28022","50539",0,1,0
"11110053888","2020/10/08","11ELECOM28022","494",0,1,0
"11110053889","2020/10/08","11ELECOM29296","48873",104.17,1,104.17
"11110053890","2020/10/08","11ELECOM14333","48994",43.33,1,43.33
"11110053890","2020/10/08","11ELECOM14333","810",0,1,0
"11110053890","2020/10/08","11ELECOM14333","597",0,1,0
"11110053891","2020/10/08","11ELECOM29297","598",0,1,0
"11110053891","2020/10/08","11ELECOM29297","809",0,1,0
"11110053892","2020/10/08","11ELECOM29036","598",0,1,0
"11110053892","2020/10/08","11ELECOM29036","605",0,1,0
"11110053893","2020/10/08","11ELECOM29298","267",66.67,1,66.67
"11110053893","2020/10/08","11ELECOM29298","464",0,1,0
"11110053893","2020/10/08","11ELECOM29298","605",0,1,0
"11110053894","2020/10/08","11ELECOM29299","189",40.83,1,40.83
"11110053894","2020/10/08","11ELECOM29299","8829",54.58,1,54.58
"11110053894","2020/10/08","11ELECOM29299","810",0,1,0
"11110053894","2020/10/08","11ELECOM29299","605",0,1,0
"11110053895","2020/10/08","11ELECOM29300","48903",82.5,1,82.5
"11110053895","2020/10/08","11ELECOM29300","810",0,1,0
"11110053895","2020/10/08","11ELECOM29300","807",0,1,0
"11110053896","2020/10/08","11ELECOM29301","598",0,1,0
"11110053896","2020/10/08","11ELECOM29301","605",0,1,0
"11110053897","2020/10/08","11ELECOM29201","597",0,1,0
"11110053897","2020/10/08","11ELECOM29201","478",0,1,0
"11110053898","2020/10/08","11ELECOM28769","807",0,1,0
"11110053898","2020/10/08","11ELECOM28769","487",0,1,0
"11110053898","2020/10/08","11ELECOM28769","597",0,1,0
"11110053898","2020/10/08","11ELECOM28769","810",0,1,0
"11110053899","2020/10/08","11ELECOM29247","598",0,1,0
"11110053899","2020/10/08","11ELECOM29247","605",0,1,0
"11110053901","2020/10/08","11ELECOM29303","182",32.5,1,32.5
"11110053902","2020/10/08","11ELECOM3026","809",0,1,0
"11110053902","2020/10/08","11ELECOM3026","605",0,1,0
"11110053904","2020/10/08","11ELECOM4825","351",32.08,1,32.08
"11110053904","2020/10/08","11ELECOM4825","233",79.17,1,79.17
"11110053904","2020/10/08","11ELECOM4825","185",66.67,1,66.67
"11110053904","2020/10/08","11ELECOM4825","810",0,1,0
"11110053904","2020/10/08","11ELECOM4825","597",0,1,0
"11110053905","2020/10/08","11ELECOM29304","183",32.5,1,32.5
"11110053905","2020/10/08","11ELECOM29304","50539",0,1,0
"11110053905","2020/10/08","11ELECOM29304","605",0,1,0
"11110053906","2020/10/08","11ELECOM29305","255",23.75,1,23.75
"11110053906","2020/10/08","11ELECOM29305","290",43.75,1,43.75
"11110053906","2020/10/08","11ELECOM29305","810",0,1,0
"11110053906","2020/10/08","11ELECOM29305","494",0,1,0
"11110053907","2020/10/08","11ELECOM29306","944",16.67,1,16.67
"11110053908","2020/10/08","11ELECOM29307","226",18.75,1,18.75
"11110053908","2020/10/08","11ELECOM29307","167",18.75,1,18.75
"11110053908","2020/10/08","11ELECOM29307","182",32.5,1,32.5
"11110053908","2020/10/08","11ELECOM29307","605",0,1,0
"11110053908","2020/10/08","11ELECOM29307","485",0,1,0
"11110053912","2020/10/08","11ELECOM11842","48827",52.08,1,52.08
"11110053912","2020/10/08","11ELECOM11842","50539",0,1,0
"11110053912","2020/10/08","11ELECOM11842","807",0,1,0
"11110053911","2020/10/08","11ELECOM29253","302",18.75,1,18.75
"11110053911","2020/10/08","11ELECOM29253","213",18.75,1,18.75
"11110053911","2020/10/08","11ELECOM29253","605",0,1,0
"11110053911","2020/10/08","11ELECOM29253","598",0,1,0
"11110053913","2020/10/08","11ELECOM29308","48909",20.83,1,20.83
"11110053914","2020/10/08","11ELECOM29309","48834",44.17,1,44.17
"11110053914","2020/10/08","11ELECOM29309","485",0,1,0
"11110053914","2020/10/08","11ELECOM29309","807",0,1,0
"11110053915","2020/10/08","11ELECOM29310","712",79.17,1,79.17
"11110053915","2020/10/08","11ELECOM29310","597",0,1,0
"11110053915","2020/10/08","11ELECOM29310","464",0,1,0
"11110053917","2020/10/08","11ELECOM29311","712",79.17,1,79.17
"11110053918","2020/10/08","11ELECOM29314","712",79.17,1,79.17
"11110053920","2020/10/08","11ELECOM29315","48837",69.17,1,69.17
"11110053920","2020/10/08","11ELECOM29315","598",0,1,0
"11110053920","2020/10/08","11ELECOM29315","50539",0,1,0
"11110053922","2020/10/08","11ELECOM29313","48861",55.83,1,55.83
"11110053922","2020/10/08","11ELECOM29313","48805",41.67,1,41.67
"11110053922","2020/10/08","11ELECOM29313","50821",15.83,1,15.83
"11110053922","2020/10/08","11ELECOM29313","40410",16.67,1,16.67
"11110053923","2020/10/08","11ELECOM29317","713",25,1,25
"11110053924","2020/10/08","11ELECOM29318","48877",55,1,55
"11110053924","2020/10/08","11ELECOM29318","339",32.08,1,32.08
"11110053926","2020/10/08","11ELECOM8455","598",0,1,0
"11110053926","2020/10/08","11ELECOM8455","810",0,1,0
"11110053927","2020/10/08","11ELECOM29319","712",79.17,1,79.17
"11110053927","2020/10/08","11ELECOM29319","809",0,1,0
"11110053927","2020/10/08","11ELECOM29319","494",0,1,0
"11110053929","2020/10/08","11ELECOM14471","50869",36.67,2,18.335
"11110053929","2020/10/08","11ELECOM14471","807",0,1,0
"11110053929","2020/10/08","11ELECOM14471","810",0,1,0
"11110053931","2020/10/08","11ELECOM29322","48853",28.33,1,28.33
"11110053931","2020/10/08","11ELECOM29322","262",25,1,25
"11110053931","2020/10/08","11ELECOM29322","478",0,1,0
"11110053931","2020/10/08","11ELECOM29322","597",0,1,0
"11110053932","2020/10/08","11ELECOM3320","159",25,1,25
"11110053932","2020/10/08","11ELECOM3320","598",0,1,0
"11110053932","2020/10/08","11ELECOM3320","810",0,1,0
"11110053933","2020/10/08","11ELECOM29324","50451",17.5,1,17.5
"11110053934","2020/10/08","11ELECOM29323","712",79.17,1,79.17
"11110053934","2020/10/08","11ELECOM29323","50441",0,1,0
"11110053934","2020/10/08","11ELECOM29323","598",0,1,0
"11110053935","2020/10/08","11ELECOM29325","712",79.17,1,79.17
"11110053935","2020/10/08","11ELECOM29325","807",0,1,0
"11110053935","2020/10/08","11ELECOM29325","809",0,1,0
"11110053936","2020/10/08","11ELECOM29326","50835",29.17,1,29.17
"11110053936","2020/10/08","11ELECOM29326","50539",0,1,0
"11110053936","2020/10/08","11ELECOM29326","807",0,1,0
"11110053937","2020/10/08","11ELECOM29320","48983",46.67,1,46.67
"11110053937","2020/10/08","11ELECOM29320","40410",16.67,1,16.67
"11110053937","2020/10/08","11ELECOM29320","478",0,1,0
"11110053937","2020/10/08","11ELECOM29320","485",0,1,0
"11110053938","2020/10/08","11ELECOM27944","48835",93.33,1,93.33
"11110053938","2020/10/08","11ELECOM27944","598",0,1,0
"11110053938","2020/10/08","11ELECOM27944","605",0,1,0
"11110053939","2020/10/08","11ELECOM29327","712",79.17,1,79.17
"11110053939","2020/10/08","11ELECOM29327","810",0,1,0
"11110053939","2020/10/08","11ELECOM29327","50539",0,1,0
"11110053940","2020/10/08","11ELECOM1242","173",66.67,2,33.335
"11110053941","2020/10/08","11ELECOM29328","170",25,1,25
"11110053941","2020/10/08","11ELECOM29328","598",0,1,0
